Datetime,Open,High,Low,Close,Adj Close,Volume,Repaired?
2023-07-03 09:30:00-04:00,276.489990234375,279.5400085449219,276.0799865722656,278.7300109863281,278.7300109863281,15451474,False
2023-07-03 09:35:00-04:00,278.68011474609375,279.7900085449219,278.3999938964844,278.94000244140625,278.94000244140625,4215155,False
2023-07-03 09:40:00-04:00,278.9200134277344,282.510009765625,278.8800048828125,282.5093078613281,282.5093078613281,6535192,False
2023-07-03 09:45:00-04:00,282.4986877441406,284.25,281.8999938964844,283.5491027832031,283.5491027832031,5676325,False
2023-07-03 09:50:00-04:00,283.5299987792969,284.0,281.4599914550781,281.69500732421875,281.69500732421875,4546256,False
2023-07-03 09:55:00-04:00,281.71600341796875,282.489990234375,280.760009765625,281.9576110839844,281.9576110839844,4315914,False
2023-07-03 10:00:00-04:00,281.8931884765625,282.5799865722656,281.260009765625,281.42999267578125,281.42999267578125,2871131,False
2023-07-03 10:05:00-04:00,281.45001220703125,281.6300048828125,280.0400085449219,281.3900146484375,281.3900146484375,3335237,False
2023-07-03 10:10:00-04:00,281.3900146484375,281.58880615234375,280.17999267578125,280.9700012207031,280.9700012207031,2680519,False
2023-07-03 10:15:00-04:00,280.95001220703125,282.47900390625,280.6000061035156,281.9637145996094,281.9637145996094,3311095,False
2023-07-03 10:20:00-04:00,281.989990234375,282.79998779296875,281.6499938964844,282.590087890625,282.590087890625,2697196,False
2023-07-03 10:25:00-04:00,282.6156921386719,282.69000244140625,281.4100036621094,281.65618896484375,281.65618896484375,2459413,False
2023-07-03 10:30:00-04:00,281.6400146484375,282.0199890136719,280.3999938964844,280.8349914550781,280.8349914550781,2449217,False
2023-07-03 10:35:00-04:00,280.8299865722656,280.9798889160156,279.340087890625,279.37689208984375,279.37689208984375,2683510,False
2023-07-03 10:40:00-04:00,279.3699951171875,280.3999938964844,278.8999938964844,280.3192138671875,280.3192138671875,3050220,False
2023-07-03 10:45:00-04:00,280.3168029785156,280.32000732421875,279.510009765625,280.07000732421875,280.07000732421875,1904705,False
2023-07-03 10:50:00-04:00,280.0899963378906,280.54998779296875,279.67999267578125,280.25,280.25,1692654,False
2023-07-03 10:55:00-04:00,280.260009765625,280.5199890136719,279.1400146484375,279.2298889160156,279.2298889160156,1782948,False
2023-07-03 11:00:00-04:00,279.2049865722656,279.9100036621094,278.9100036621094,279.44000244140625,279.44000244140625,1865879,False
2023-07-03 11:05:00-04:00,279.4314880371094,279.49609375,278.0400085449219,278.1300048828125,278.1300048828125,2231131,False
2023-07-03 11:10:00-04:00,278.1499938964844,278.8500061035156,278.0899963378906,278.6499938964844,278.6499938964844,1827683,False
2023-07-03 11:15:00-04:00,278.6300048828125,279.4700012207031,277.739990234375,279.07000732421875,279.07000732421875,2280295,False
2023-07-03 11:20:00-04:00,279.07159423828125,279.1600036621094,278.29998779296875,278.7408142089844,278.7408142089844,1267443,False
2023-07-03 11:25:00-04:00,278.739990234375,278.739990234375,277.3204040527344,277.7958068847656,277.7958068847656,2109154,False
2023-07-03 11:30:00-04:00,277.79998779296875,278.54998779296875,277.7099914550781,278.5498962402344,278.5498962402344,1597501,False
2023-07-03 11:35:00-04:00,278.489990234375,278.510009765625,276.70001220703125,276.75,276.75,2009536,False
2023-07-03 11:40:00-04:00,276.7200012207031,276.8399963378906,275.35009765625,275.54998779296875,275.54998779296875,2945908,False
2023-07-03 11:45:00-04:00,275.5799865722656,276.69000244140625,275.1099853515625,276.5425109863281,276.5425109863281,2112404,False
2023-07-03 11:50:00-04:00,276.54998779296875,276.92999267578125,276.1199951171875,276.7001037597656,276.7001037597656,1468655,False
2023-07-03 11:55:00-04:00,276.70001220703125,277.1499938964844,275.715087890625,276.2699890136719,276.2699890136719,1817942,False
2023-07-03 12:00:00-04:00,276.2699890136719,276.57000732421875,275.4200134277344,276.45001220703125,276.45001220703125,1792824,False
2023-07-03 12:05:00-04:00,276.45001220703125,276.989990234375,276.3106994628906,276.6494140625,276.6494140625,1525357,False
2023-07-03 12:10:00-04:00,276.635009765625,277.54998779296875,276.5299987792969,277.3944091796875,277.3944091796875,1765455,False
2023-07-03 12:15:00-04:00,277.40478515625,278.4198913574219,277.29998779296875,278.3346862792969,278.3346862792969,1743311,False
2023-07-03 12:20:00-04:00,278.3580017089844,278.5190124511719,277.7200012207031,277.83990478515625,277.83990478515625,1627377,False
2023-07-03 12:25:00-04:00,277.82000732421875,278.2900085449219,277.2900085449219,277.67999267578125,277.67999267578125,1283955,False
2023-07-03 12:30:00-04:00,277.6899108886719,278.20001220703125,277.3299865722656,277.8550109863281,277.8550109863281,1220496,False
2023-07-03 12:35:00-04:00,277.84521484375,278.0,277.0299987792969,277.20831298828125,277.20831298828125,1194948,False
2023-07-03 12:40:00-04:00,277.20001220703125,277.9750061035156,277.1400146484375,277.63861083984375,277.63861083984375,1299682,False
2023-07-03 12:45:00-04:00,277.67498779296875,278.2300109863281,277.6600036621094,278.2193908691406,278.2193908691406,416655,False
2023-07-03 12:50:00-04:00,,,,,,0,True
2023-07-05 09:30:00-04:00,278.82000732421875,280.42999267578125,278.0,278.82000732421875,278.82000732421875,8199319,False
2023-07-05 09:35:00-04:00,278.8429870605469,281.67999267578125,278.6199951171875,281.5350036621094,281.5350036621094,3982811,False
2023-07-05 09:40:00-04:00,281.54998779296875,282.7799987792969,281.1600036621094,282.6632080078125,282.6632080078125,3670426,False
2023-07-05 09:45:00-04:00,282.6700134277344,282.9393005371094,281.6600036621094,281.9100036621094,281.9100036621094,2898288,False
2023-07-05 09:50:00-04:00,281.9336853027344,282.3500061035156,280.7699890136719,281.67498779296875,281.67498779296875,3157797,False
2023-07-05 09:55:00-04:00,281.6700134277344,281.7200012207031,280.67999267578125,281.20001220703125,281.20001220703125,2299760,False
2023-07-05 10:00:00-04:00,281.2699890136719,281.75,280.2300109863281,281.3700866699219,281.3700866699219,2733491,False
2023-07-05 10:05:00-04:00,281.3699951171875,281.4800109863281,279.79998779296875,279.90008544921875,279.90008544921875,2502314,False
2023-07-05 10:10:00-04:00,279.8999938964844,281.25,279.42999267578125,281.239990234375,281.239990234375,2775095,False
2023-07-05 10:15:00-04:00,281.21630859375,282.1600036621094,281.0600891113281,281.67999267578125,281.67999267578125,2512878,False
2023-07-05 10:20:00-04:00,281.6830139160156,281.92999267578125,281.43499755859375,281.6300048828125,281.6300048828125,1455603,False
2023-07-05 10:25:00-04:00,281.5600891113281,281.64990234375,280.8500061035156,280.90460205078125,280.90460205078125,1535055,False
2023-07-05 10:30:00-04:00,280.88470458984375,281.34991455078125,280.29998779296875,280.3399963378906,280.3399963378906,1577524,False
2023-07-05 10:35:00-04:00,280.3348083496094,280.75,280.0,280.61138916015625,280.61138916015625,1935629,False
2023-07-05 10:40:00-04:00,280.6400146484375,281.1000061035156,279.7699890136719,279.8500061035156,279.8500061035156,1905094,False
2023-07-05 10:45:00-04:00,279.8800964355469,280.19000244140625,278.7799987792969,279.65179443359375,279.65179443359375,2204588,False
2023-07-05 10:50:00-04:00,279.6499938964844,280.25,279.1600036621094,280.20001220703125,280.20001220703125,1755425,False
2023-07-05 10:55:00-04:00,280.2099914550781,280.6300048828125,280.0299987792969,280.4549865722656,280.4549865722656,1452022,False
2023-07-05 11:00:00-04:00,280.42999267578125,280.8500061035156,279.80999755859375,280.1846008300781,280.1846008300781,1326289,False
2023-07-05 11:05:00-04:00,280.181884765625,280.45989990234375,279.82000732421875,280.0199890136719,280.0199890136719,1125738,False
2023-07-05 11:10:00-04:00,280.0556945800781,280.54998779296875,279.7101135253906,280.1958923339844,280.1958923339844,1239757,False
2023-07-05 11:15:00-04:00,280.1700134277344,280.2218017578125,279.3900146484375,279.5992126464844,279.5992126464844,1248617,False
2023-07-05 11:20:00-04:00,279.5824890136719,279.6099853515625,278.3399963378906,278.3406982421875,278.3406982421875,1696470,False
2023-07-05 11:25:00-04:00,278.3399963378906,278.67999267578125,278.0299987792969,278.5,278.5,1767727,False
2023-07-05 11:30:00-04:00,278.5,279.19000244140625,278.3599853515625,279.06640625,279.06640625,1335977,False
2023-07-05 11:35:00-04:00,279.04998779296875,279.6300048828125,278.6700134277344,279.1600036621094,279.1600036621094,1536491,False
2023-07-05 11:40:00-04:00,279.1600036621094,280.20001220703125,279.1499938964844,279.9800109863281,279.9800109863281,1720088,False
2023-07-05 11:45:00-04:00,279.9700012207031,279.9700012207031,279.4700012207031,279.6600036621094,279.6600036621094,1022410,False
2023-07-05 11:50:00-04:00,279.65411376953125,279.79998779296875,278.6300048828125,278.7650146484375,278.7650146484375,1146283,False
2023-07-05 11:55:00-04:00,278.739990234375,279.0899963378906,277.8200988769531,278.0400085449219,278.0400085449219,1809840,False
2023-07-05 12:00:00-04:00,278.0199890136719,278.5799865722656,277.6000061035156,278.430908203125,278.430908203125,1712783,False
2023-07-05 12:05:00-04:00,278.42999267578125,278.9700012207031,278.3599853515625,278.8599853515625,278.8599853515625,1138226,False
2023-07-05 12:10:00-04:00,278.8299865722656,278.8800048828125,278.4200134277344,278.85699462890625,278.85699462890625,1034382,False
2023-07-05 12:15:00-04:00,278.8599853515625,279.4800109863281,278.8212890625,279.2099914550781,279.2099914550781,1110386,False
2023-07-05 12:20:00-04:00,279.2200012207031,279.2680969238281,278.760009765625,279.2110900878906,279.2110900878906,1001709,False
2023-07-05 12:25:00-04:00,279.21990966796875,279.6099853515625,279.110107421875,279.3699951171875,279.3699951171875,1043701,False
2023-07-05 12:30:00-04:00,279.3800048828125,279.7099914550781,279.0799865722656,279.2099914550781,279.2099914550781,1218417,False
2023-07-05 12:35:00-04:00,279.19000244140625,279.4200134277344,278.8800048828125,279.1300048828125,279.1300048828125,935413,False
2023-07-05 12:40:00-04:00,279.1336975097656,280.0989990234375,279.10009765625,279.75,279.75,1384552,False
2023-07-05 12:45:00-04:00,279.7699890136719,279.989990234375,279.5199890136719,279.8804931640625,279.8804931640625,1212269,False
2023-07-05 12:50:00-04:00,279.8970031738281,280.1700134277344,279.5,279.6000061035156,279.6000061035156,1151301,False
2023-07-05 12:55:00-04:00,279.6300964355469,280.2099914550781,279.6199951171875,279.92999267578125,279.92999267578125,1023603,False
2023-07-05 13:00:00-04:00,279.9700012207031,280.7200012207031,279.8699951171875,280.625,280.625,1420465,False
2023-07-05 13:05:00-04:00,280.6288146972656,281.1400146484375,280.4700012207031,281.0425109863281,281.0425109863281,1385907,False
2023-07-05 13:10:00-04:00,281.04998779296875,281.1199035644531,280.760009765625,280.8599853515625,280.8599853515625,981111,False
2023-07-05 13:15:00-04:00,280.8799133300781,281.09991455078125,280.3599853515625,280.6050109863281,280.6050109863281,1225829,False
2023-07-05 13:20:00-04:00,280.6029968261719,281.1000061035156,280.2799987792969,280.95001220703125,280.95001220703125,1098408,False
2023-07-05 13:25:00-04:00,280.968505859375,281.2300109863281,280.760009765625,280.79998779296875,280.79998779296875,1090468,False
2023-07-05 13:30:00-04:00,280.7900085449219,281.0498962402344,280.6300048828125,280.75,280.75,856997,False
2023-07-05 13:35:00-04:00,280.75,280.8099060058594,280.2799987792969,280.4620056152344,280.4620056152344,853145,False
2023-07-05 13:40:00-04:00,280.4648132324219,280.82000732421875,280.20001220703125,280.5350036621094,280.5350036621094,831165,False
2023-07-05 13:45:00-04:00,280.510009765625,280.989990234375,280.45330810546875,280.7398986816406,280.7398986816406,684663,False
2023-07-05 13:50:00-04:00,280.7349853515625,280.8500061035156,280.5299987792969,280.55999755859375,280.55999755859375,576976,False
2023-07-05 13:55:00-04:00,280.556396484375,280.67999267578125,280.32000732421875,280.510009765625,280.510009765625,585164,False
2023-07-05 14:00:00-04:00,280.5299987792969,281.0,279.8800048828125,279.89898681640625,279.89898681640625,1377684,False
2023-07-05 14:05:00-04:00,279.8800048828125,280.3900146484375,279.510009765625,280.2301025390625,280.2301025390625,1457496,False
2023-07-05 14:10:00-04:00,280.2449951171875,280.44000244140625,279.6400146484375,280.0299072265625,280.0299072265625,1079815,False
2023-07-05 14:15:00-04:00,280.0,280.04998779296875,278.8299865722656,278.875,278.875,1853980,False
2023-07-05 14:20:00-04:00,278.8500061035156,279.2799987792969,278.75,279.06988525390625,279.06988525390625,1271247,False
2023-07-05 14:25:00-04:00,279.0,279.8699951171875,278.989990234375,279.4100036621094,279.4100036621094,1247153,False
2023-07-05 14:30:00-04:00,279.44989013671875,280.2300109863281,279.42999267578125,280.2117919921875,280.2117919921875,1180993,False
2023-07-05 14:35:00-04:00,280.2113037109375,280.5,279.8699951171875,280.3900146484375,280.3900146484375,1209064,False
2023-07-05 14:40:00-04:00,280.3999938964844,280.7799987792969,280.3800048828125,280.57501220703125,280.57501220703125,1051064,False
2023-07-05 14:45:00-04:00,280.57501220703125,280.739990234375,280.4800109863281,280.53759765625,280.53759765625,820680,False
2023-07-05 14:50:00-04:00,280.54998779296875,281.2900085449219,280.54998779296875,280.9028015136719,280.9028015136719,1303579,False
2023-07-05 14:55:00-04:00,280.8999938964844,281.0199890136719,280.4599914550781,280.6199035644531,280.6199035644531,1060297,False
2023-07-05 15:00:00-04:00,280.6000061035156,280.7900085449219,280.5199890136719,280.5393981933594,280.5393981933594,836931,False
2023-07-05 15:05:00-04:00,280.5380859375,281.5400085449219,280.4700012207031,281.4125061035156,281.4125061035156,1765915,False
2023-07-05 15:10:00-04:00,281.4175109863281,281.6000061035156,281.2240905761719,281.45001220703125,281.45001220703125,1378045,False
2023-07-05 15:15:00-04:00,281.4599914550781,281.5,280.9100036621094,281.45989990234375,281.45989990234375,1476028,False
2023-07-05 15:20:00-04:00,281.4599914550781,282.2598876953125,281.4200134277344,281.9224853515625,281.9224853515625,2077228,False
2023-07-05 15:25:00-04:00,281.9299011230469,282.3900146484375,281.80999755859375,282.32989501953125,282.32989501953125,1149866,False
2023-07-05 15:30:00-04:00,282.30999755859375,282.5,282.04998779296875,282.19000244140625,282.19000244140625,1466118,False
